"일련번호","아파트","도로명주소","월","일","전용면적","층","거래금액"
"11680-422","현대","서울특별시 강남구 압구정로 309",7,30,163.67,4,"300000"
"11680-4036","대명벨리온","서울특별시 강남구 역삼로25길 27",7,31,30.522,4,"25500"
"11680-275","대우디오빌","서울특별시 강남구 언주로 427",7,31,84.986,20,"95000"
NA,"라테라스청담","서울특별시 강남구 학동로81길 9",7,31,18.62,8,"34500"
"11680-304","샘터마을","서울특별시 강남구 일원로 120",7,31,101.97,12,"185000"
"11680-280","성원대치","서울특별시 강남구 개포로109길 9",7,31,33.18,6,"98500"
"11680-319","신동아","서울특별시 강남구 광평로47길 17",7,31,49.96,9,"115000"
"11680-426","신현대","서울특별시 강남구 압구정로 151",7,31,110.82,8,"270000"
"11680-365","타워팰리스","서울특별시 강남구 언주로30길 57",7,31,115.63,30,"250000"
"11680-4474","한라비발디","서울특별시 강남구 남부순환로365길 33",7,31,84.8861,13,"186000"
"11680-309","한솔마을","서울특별시 강남구 광평로10길 6",7,31,84.73,3,"175000"
"11680-505","개포자이","서울특별시 강남구 개포로109길 69",8,1,153.8,8,"252000"
"11680-391","개포주공","서울특별시 강남구 삼성로4길 17",8,1,83.17,2,"215000"
"11680-310","개포한신","서울특별시 강남구 개포로110길 43",8,1,107.6,8,"197500"
"11680-310","개포한신","서울특별시 강남구 개포로110길 43",8,1,107.6,8,"197500"
NA,"디에이치아너힐즈","서울특별시 강남구 삼성로 11",8,1,84.357,11,"280000"
"11680-326","럭키","서울특별시 강남구 남부순환로 2740",8,1,79.89,3,"177500"
"11680-327","럭키","서울특별시 강남구 논현로 213",8,1,84.97,3,"180000"
"11680-408","리츠빌","서울특별시 강남구 논현로64길 28",8,1,93.22,4,"86000"
"11680-4090","세곡푸르지오","서울특별시 강남구 자곡로 21",8,1,74.74,7,"135000"
"11680-305","수서","서울특별시 강남구 양재대로55길 12",8,1,39.98,1,"83000"
"11680-3679","역삼I'PARK","서울특별시 강남구 역삼로 307",8,1,116.285,4,"264000"
"11680-349","한신","서울특별시 강남구 언주로 123",8,1,59.48,6,"172000"
"11680-381","한양","서울특별시 강남구 압구정로 313",8,1,101.09,10,"229000"
"11680-416","현대","서울특별시 강남구 압구정로29길 71",8,1,160.52,6,"392000"
"11680-434","LG선릉에클라트","서울특별시 강남구 선릉로100길 42",8,2,41.64,2,"36900"
"11680-673","뉴현대파크빌","서울특별시 강남구 논현로2길 61-4",8,3,69.55,4,"62000"
NA,"라테라스청담","서울특별시 강남구 학동로81길 9",8,3,18.62,9,"35000"
"11680-3733","롯데캐슬프레미어","서울특별시 강남구 선릉로126길 22",8,3,121.931,11,"280000"
"11680-328","매봉삼성","서울특별시 강남구 언주로 203",8,3,83.49,10,"145000"
"11680-385","미성","서울특별시 강남구 압구정로11길 17",8,3,105.65,13,"265000"
"11680-3834","삼성동힐스테이트","서울특별시 강남구 학동로68길 29",8,3,84.236,11,"237000"
"11680-403","쌍용플래티넘","서울특별시 강남구 봉은사로 474",8,3,156.97,8,"210000"
"11680-3570","역삼동월드메르디앙","서울특별시 강남구 도곡로21길 15",8,3,103.07,5,"160000"
"11680-460","예지향","서울특별시 강남구 역삼로33길 13",8,3,84.78,6,"93500"
"11680-524","우정에쉐르","서울특별시 강남구 테헤란로77길 8",8,3,59.54,7,"78000"
"11680-524","우정에쉐르","서울특별시 강남구 테헤란로77길 8",8,3,59.54,7,"78000"
"11680-581","리치타운","서울특별시 강남구 개포로28길 28",8,4,107.88,5,"80500"
"11680-3937","삼성동헤렌하우스","서울특별시 강남구 영동대로128길 51",8,4,214.74,5,"370000"
"11680-513","삼성리치빌","서울특별시 강남구 학동로82길 6",8,4,84.98,5,"150500"
"11680-34","삼성청담공원","서울특별시 강남구 도산대로96길 39",8,4,107.22,10,"184500"
"11680-364","타워팰리스","서울특별시 강남구 언주로30길 56",8,4,84.16,33,"220000"
"11680-416","현대","서울특별시 강남구 압구정로29길 71",8,4,160.28,6,"400000"
"11680-3843","논현웰스톤","서울특별시 강남구 학동로43길 38",8,5,81.98,6,"111300"
"11680-3623","도곡렉슬","서울특별시 강남구 선릉로 221",8,5,114.9931,13,"317000"
"11680-3731","도곡스타클래스","서울특별시 강남구 남부순환로 2615",8,5,111.38,16,"136000"
NA,"래미안개포루체하임","서울특별시 강남구 개포로110길 50",8,5,84.97,7,"248500"
"11680-317","삼익","서울특별시 강남구 광평로51길 27",8,5,60,12,"124000"
"11680-280","성원대치","서울특별시 강남구 개포로109길 9",8,5,49.86,14,"134000"
"11680-3779","아펠바움","서울특별시 강남구 영동대로114길 72",8,5,241.83,8,"480000"
"11680-3570","역삼동월드메르디앙","서울특별시 강남구 도곡로21길 15",8,5,83.27,11,"140000"
"11680-3633","청담이-편한세상","서울특별시 강남구 도산대로70길 43",8,5,98.05,6,"184000"
"11680-416","현대","서울특별시 강남구 압구정로29길 71",8,5,160.28,9,"420000"
"11680-578","개포주공","서울특별시 강남구 개포로 516",8,6,60.76,8,"179500"
NA,"골든카운티","서울특별시 강남구 학동로68길 16",8,6,108.68,7,"172500"
"11680-323","대림아크로빌","서울특별시 강남구 언주로30길 13",8,6,146.754,34,"172000"
"11680-323","대림아크로빌","서울특별시 강남구 언주로30길 13",8,6,168.456,34,"278000"
"11680-4319","래미안강남힐즈","서울특별시 강남구 자곡로 101",8,6,101.94,8,"182000"
"11680-551","마일스디오빌","서울특별시 강남구 학동로 165",8,6,36.29,13,"40000"
"11680-4356","아크로힐스논현","서울특별시 강남구 언주로 604",8,6,113.231,8,"238000"
"11680-218","은마","서울특별시 강남구 삼성로 212",8,6,76.79,8,"222000"
"11680-3965","강남신동아파밀리에","서울특별시 강남구 헌릉로590길 100",8,7,59.97,11,"105000"
"11680-319","신동아","서울특별시 강남구 광평로47길 17",8,7,49.96,14,"114000"
"11680-267","역삼동하나빌","서울특별시 강남구 봉은사로 312",8,7,28.44,5,"30000"
"11680-4515","역삼자이","서울특별시 강남구 언주로 420",8,7,114.019,11,"285000"
"11680-380","한양","서울특별시 강남구 압구정로 321",8,7,117.26,4,"272000"
"11680-421","현대","서울특별시 강남구 압구정로 201",8,7,157.36,6,"400000"
"11680-4324","강남데시앙포레","서울특별시 강남구 광평로34길 55",8,8,114.45,6,"190000"
"11680-391","개포주공","서울특별시 강남구 삼성로4길 17",8,8,61.19,3,"190000"
"11680-3623","도곡렉슬","서울특별시 강남구 선릉로 221",8,8,84.9984,20,"277500"
NA,"래미안개포루체하임","서울특별시 강남구 개포로110길 50",8,8,151.09,25,"357000"
"11680-3871","래미안그레이튼","서울특별시 강남구 도곡로43길 20",8,8,70.98,13,"215000"
NA,"래미안블레스티지","서울특별시 강남구 선릉로 8",8,8,59.967,21,"200000"
NA,"래미안블레스티지","서울특별시 강남구 선릉로 8",8,8,84.943,6,"280000"
"11680-317","삼익","서울특별시 강남구 광평로51길 27",8,8,60,15,"128500"
"11680-279","삼익대청","서울특별시 강남구 개포로109길 21",8,8,60,10,"154000"
"11680-319","신동아","서울특별시 강남구 광평로47길 17",8,8,33.18,12,"89000"
"11680-426","신현대","서울특별시 강남구 압구정로 151",8,8,107.16,3,"259000"
"11680-3679","역삼I'PARK","서울특별시 강남구 역삼로 307",8,8,116.285,4,"269000"
"11680-416","현대","서울특별시 강남구 압구정로29길 71",8,8,196.84,13,"493000"
"11680-3622","e-편한세상","서울특별시 강남구 선릉로69길 20",8,8,59.606,19,"198000"
"11680-434","LG선릉에클라트","서울특별시 강남구 선릉로100길 42",8,8,36.16,6,"34500"
"11680-121","동현","서울특별시 강남구 언주로146길 18",8,9,84.92,14,"172000"
"11680-511","그라나다","서울특별시 강남구 선릉로112길 74",8,10,45.23,6,"69000"
"11680-314","까치마을","서울특별시 강남구 광평로19길 10",8,10,39.6,4,"98000"
"11680-323","대림아크로빌","서울특별시 강남구 언주로30길 13",8,10,177.255,18,"250000"
"11680-560","대우디오빌","서울특별시 강남구 강남대로 256",8,10,31.81,8,"29800"
"11680-707","리치아르떼빌","서울특별시 강남구 남부순환로373길 4",8,10,182.12,1,"165000"
"11680-178","석탑","서울특별시 강남구 학동로 412",8,10,59.82,8,"138000"
"11680-426","신현대","서울특별시 강남구 압구정로 151",8,10,107.16,3,"260000"
"11680-426","신현대","서울특별시 강남구 압구정로 151",8,10,107.16,3,"260000"
"11680-472","아이파크","서울특별시 강남구 영동대로 640",8,10,145.046,39,"390000"
"11680-4364","청담스위트","서울특별시 강남구 학동로73길 13",8,10,13.425,5,"24000"
"11680-382","한양","서울특별시 강남구 압구정로 401",8,10,115.24,3,"278000"
"11680-311","현대","서울특별시 강남구 개포로110길 21",8,10,84.98,12,"160000"
"11680-421","현대","서울특별시 강남구 압구정로 201",8,10,144.2,12,"400000"
"11680-4199","강남엘에이치","서울특별시 강남구 헌릉로571길 20",8,11,59.99,12,"125000"
"11680-391","개포주공","서울특별시 강남구 삼성로4길 17",8,11,74.25,14,"205000"
"11680-578","개포주공","서울특별시 강남구 개포로 516",8,11,60.76,15,"173000"
"11680-411","금호어울림","서울특별시 강남구 도곡로7길 22",8,11,132.88,4,"189000"
NA,"래미안블레스티지","서울특별시 강남구 선릉로 8",8,11,99.979,10,"315000"
"11680-20","미성","서울특별시 강남구 압구정로 113",8,11,140.9,8,"305000"
"11680-316","삼성","서울특별시 강남구 광평로31길 27",8,11,59.86,13,"139000"
"11680-168","삼성동롯데","서울특별시 강남구 학동로 432",8,11,91.77,11,"209700"
"11680-317","삼익","서울특별시 강남구 광평로51길 27",8,11,60,3,"121000"
"11680-556","제이빌","서울특별시 강남구 학동로43길 30",8,11,80.31,1,"95000"
"11680-554","한진로즈힐","서울특별시 강남구 도산대로46길 21",8,11,103.96,7,"155000"
"11680-428","현대","서울특별시 강남구 압구정로29길 57",8,11,84.98,13,"290000"
"11680-415","현대","서울특별시 강남구 압구정로29길 71",8,11,196.21,7,"485000"
"11680-417","현대","서울특별시 강남구 압구정로39길 58",8,11,82.5,6,"235000"
"11680-421","현대","서울특별시 강남구 압구정로 201",8,11,157.36,8,"420000"
"11680-421","현대","서울특별시 강남구 압구정로 201",8,11,157.36,8,"420000"
"11680-391","개포주공","서울특별시 강남구 삼성로4길 17",8,12,61.19,9,"189000"
"11680-319","신동아","서울특별시 강남구 광평로47길 17",8,12,39.51,4,"102000"
"11680-285","우성","서울특별시 강남구 개포로 411",8,12,79.61,5,"184500"
"11680-434","LG선릉에클라트","서울특별시 강남구 선릉로100길 42",8,12,36.16,5,"34500"
"11680-558","두산위브","서울특별시 강남구 학동로46길 38",8,13,84.993,8,"163000"
"11680-4319","래미안강남힐즈","서울특별시 강남구 자곡로 101",8,13,101.94,1,"165000"
"11680-3679","역삼I'PARK","서울특별시 강남구 역삼로 307",8,13,28.246,11,"83000"
"11680-665","우림루미아트","서울특별시 강남구 언주로90길 6",8,13,23.9,9,"20000"
"11680-3709","채널리저브","서울특별시 강남구 삼성로 517",8,13,84.94,14,"149000"
"11680-308","푸른마을","서울특별시 강남구 일원로14길 25",8,13,84.93,1,"157000"
"11680-415","현대","서울특별시 강남구 압구정로29길 71",8,13,196.21,10,"517500"
"11680-3622","e-편한세상","서울특별시 강남구 선릉로69길 20",8,13,59.947,2,"190000"
"11680-4003","강남데시앙파크","서울특별시 강남구 헌릉로590길 63",8,14,114.69,6,"149900"
"11680-105","경남논현","서울특별시 강남구 언주로116길 12",8,14,84.89,5,"130000"
"11680-411","금호어울림","서울특별시 강남구 도곡로7길 22",8,14,84.95,12,"149000"
"11680-275","대우디오빌","서울특별시 강남구 언주로 427",8,14,30.03,18,"32800"
"11680-275","대우디오빌","서울특별시 강남구 언주로 427",8,14,30.03,18,"32800"
"11680-275","대우디오빌","서울특별시 강남구 언주로 427",8,14,30.03,15,"31000"
"11680-205","대치삼성","서울특별시 강남구 도곡로78길 22",8,14,109.04,5,"255000"
"11680-3905","래미안그레이튼","서울특별시 강남구 도곡로43길 21",8,14,84.81,26,"230000"
"11680-20","미성","서울특별시 강남구 압구정로 113",8,14,140.9,15,"305000"
"11680-331","삼성래미안","서울특별시 강남구 남부순환로 2803",8,14,59.96,19,"175000"
"11680-280","성원대치","서울특별시 강남구 개포로109길 9",8,14,49.86,4,"133000"
"11680-426","신현대","서울특별시 강남구 압구정로 151",8,14,182.95,10,"450000"
"11680-3679","역삼I'PARK","서울특별시 강남구 역삼로 307",8,14,28.246,10,"82500"
"11680-4069","요진와이시티미니","서울특별시 강남구 역삼로25길 21",8,14,12.1,2,"17000"
"11680-251","한스빌","서울특별시 강남구 도곡로3길 26",8,14,39.89,10,"39700"
"11680-380","한양","서울특별시 강남구 압구정로 321",8,14,116.94,8,"280000"
"11680-428","현대","서울특별시 강남구 압구정로29길 57",8,14,84.98,12,"280000"
"11680-419","현대","서울특별시 강남구 압구정로29길 68",8,14,82.23,5,"285000"
"11680-421","현대","서울특별시 강남구 압구정로 201",8,14,245.2,5,"650000"
"11680-391","개포주공","서울특별시 강남구 삼성로4길 17",8,15,83.17,5,"215000"
"11680-391","개포주공","서울특별시 강남구 삼성로4길 17",8,15,74.25,13,"210000"
"11680-3623","도곡렉슬","서울특별시 강남구 선릉로 221",8,15,59.9937,5,"184000"
"11680-3623","도곡렉슬","서울특별시 강남구 선릉로 221",8,15,84.9984,6,"275000"
"11680-3962","도곡쌍용예가","서울특별시 강남구 남부순환로363길 30",8,15,107.53,6,"205000"
"11680-316","삼성","서울특별시 강남구 광평로31길 27",8,15,84.97,6,"152000"
"11680-331","삼성래미안","서울특별시 강남구 남부순환로 2803",8,15,84.89,4,"219800"
"11680-4090","세곡푸르지오","서울특별시 강남구 자곡로 21",8,15,74.74,9,"136000"
"11680-337","우성","서울특별시 강남구 언주로 117",8,15,84.6,9,"218000"
"11680-309","한솔마을","서울특별시 강남구 광평로10길 6",8,15,84.73,4,"168500"
"11680-315","동익","서울특별시 강남구 광평로39길 3",8,17,84.46,9,"157000"
"11680-410","역삼르비앙","서울특별시 강남구 도곡로11길 13",8,17,152.58,2,"120000"
"11680-417","현대","서울특별시 강남구 압구정로39길 58",8,17,82.5,7,"238000"
"11680-391","개포주공","서울특별시 강남구 삼성로4길 17",8,18,83.17,8,"220000"
"11680-317","삼익","서울특별시 강남구 광평로51길 27",8,18,49.2,13,"115000"
"11680-3722","쌍용플레티넘밸류","서울특별시 강남구 테헤란로4길 46",8,18,116.67,7,"142000"
"11680-566","아카데미스위트","서울특별시 강남구 언주로30길 21",8,18,83,38,"145000"
"11680-3746","압구정Ainvill","서울특별시 강남구 논현로154길 12",8,18,84.36,4,"102000"
"11680-379","한양","서울특별시 강남구 압구정로 347",8,18,175.92,12,"400000"
"11680-380","한양","서울특별시 강남구 압구정로 321",8,18,116.94,9,"280000"
"11680-428","현대","서울특별시 강남구 압구정로29길 57",8,18,84.94,7,"280000"
"11680-3830","현대힐스테이트","서울특별시 강남구 삼성로111길 8",8,18,84.236,14,"235000"
"11680-4298","강남한양수자인","서울특별시 강남구 자곡로 260",8,19,114.46,6,"161500"
"11680-236","대림역삼","서울특별시 강남구 언주로 316",8,19,84.96,3,"168500"
"11680-280","성원대치","서울특별시 강남구 개포로109길 9",8,19,33.18,1,"91000"
"11680-318","수서한아름","서울특별시 강남구 광평로51길 22",8,19,163.68,3,"189000"
"11680-109","신동아","서울특별시 강남구 강남대로146길 28",8,19,114.34,7,"175000"
"11680-421","현대","서울특별시 강남구 압구정로 201",8,19,196.7,12,"520000"
"11680-4003","강남데시앙파크","서울특별시 강남구 헌릉로590길 63",8,20,84.97,8,"113000"
"11680-391","개포주공","서울특별시 강남구 삼성로4길 17",8,20,83.17,8,"222000"
"11680-278","경남","서울특별시 강남구 언주로 110",8,20,182.2,1,"270000"
"11680-4394","래미안대치팰리스","서울특별시 강남구 삼성로51길 37",8,20,94.49,24,"327000"
"11680-301","목련타운","서울특별시 강남구 광평로19길 15",8,20,134.71,8,"220000"
"11680-280","성원대치","서울특별시 강남구 개포로109길 9",8,20,33.18,6,"99800"
"11680-280","성원대치","서울특별시 강남구 개포로109길 9",8,20,33.18,11,"100000"
"11680-4296","테헤란아이파크","서울특별시 강남구 테헤란로52길 16",8,20,70.8391,15,"230000"
"11680-416","현대","서울특별시 강남구 압구정로29길 71",8,20,198.41,5,"500000"
"11680-4173","래미안도곡카운티","서울특별시 강남구 도곡로 320",8,21,59.98,20,"215000"
"11680-332","삼익","서울특별시 강남구 논현로 218",8,21,153.71,9,"200000"
"11680-109","신동아","서울특별시 강남구 강남대로146길 28",8,21,84.52,3,"151500"
"11680-354","현대비젼","서울특별시 강남구 언주로30길 10",8,21,32.65,20,"38000"
"11680-4199","강남엘에이치","서울특별시 강남구 헌릉로571길 20",8,22,84.83,4,"147000"
"11680-290","개포주공","서울특별시 강남구 개포로 516",8,22,73.02,4,"195000"
"11680-3623","도곡렉슬","서울특별시 강남구 선릉로 221",8,22,84.9984,13,"285000"
NA,"래미안개포루체하임","서울특별시 강남구 개포로110길 50",8,22,84.99,15,"250000"
"11680-280","성원대치","서울특별시 강남구 개포로109길 9",8,22,49.86,7,"140000"
"11680-305","수서","서울특별시 강남구 양재대로55길 12",8,22,52.29,6,"112000"
"11680-306","우성","서울특별시 강남구 개포로110길 15",8,22,68.4,2,"175000"
"11680-350","한신엠비씨","서울특별시 강남구 논현로 205",8,22,58.46,6,"147500"
"11680-310","개포한신","서울특별시 강남구 개포로110길 43",8,23,107.6,4,"202000"
"11680-266","로얄빌리지","서울특별시 강남구 테헤란로21길 18",8,23,80.64,6,"77000"
"11680-301","목련타운","서울특별시 강남구 광평로19길 15",8,23,99.79,1,"186000"
"11680-290","개포주공","서울특별시 강남구 개포로 516",8,24,73.02,10,"195000"
"11680-703","월드메르디앙","서울특별시 강남구 남부순환로373길 15",8,24,189.39,3,"190000"
"11680-309","한솔마을","서울특별시 강남구 광평로10길 6",8,24,84.73,4,"187000"
"11680-419","현대","서울특별시 강남구 압구정로29길 68",8,24,82.23,7,"283000"
"11680-420","현대","서울특별시 강남구 압구정로 201",8,24,144.7,1,"344000"
"11680-503","강남역우정에쉐르","서울특별시 강남구 테헤란로10길 10",8,25,17.23,9,"19060"
"11680-284","개포","서울특별시 강남구 언주로 3",8,25,79.97,5,"178000"
"11680-411","금호어울림","서울특별시 강남구 도곡로7길 22",8,25,84.95,4,"149800"
"11680-314","까치마을","서울특별시 강남구 광평로19길 10",8,25,39.6,9,"95500"
"11680-319","신동아","서울특별시 강남구 광평로47길 17",8,25,49.96,8,"112000"
"11680-426","신현대","서울특별시 강남구 압구정로 151",8,25,107.16,10,"243000"
"11680-420","현대","서울특별시 강남구 압구정로 201",8,25,144.2,2,"359000"
"11680-391","개포주공","서울특별시 강남구 삼성로4길 17",8,26,74.25,1,"209500"
"11680-578","개포주공","서울특별시 강남구 개포로 516",8,26,60.76,4,"180000"
"11680-330","삼성","서울특별시 강남구 남부순환로379길 14",8,26,54.81,4,"145000"
"11680-545","신사파크빌A동","서울특별시 강남구 도산대로23길 18",8,26,117.82,5,"145000"
"11680-4332","엘에이치강남아이파크","서울특별시 강남구 자곡로 175",8,26,74.97,13,"87050"
"11680-4332","엘에이치강남아이파크","서울특별시 강남구 자곡로 175",8,26,74.97,2,"113700"
"11680-293","현대","서울특별시 강남구 언주로 107",8,26,165.08,2,"310000"
"11680-420","현대","서울특별시 강남구 압구정로 201",8,26,157.36,8,"420000"
"11680-420","현대","서울특별시 강남구 압구정로 201",8,26,157.36,8,"420000"
"11680-4319","래미안강남힐즈","서울특별시 강남구 자곡로 101",8,27,101.95,7,"180000"
"11680-280","성원대치","서울특별시 강남구 개포로109길 9",8,27,39.53,13,"120000"
"11680-4069","요진와이시티미니","서울특별시 강남구 역삼로25길 21",8,27,12.1,7,"21000"
"11680-218","은마","서울특별시 강남구 삼성로 212",8,27,76.79,3,"210000"
"11680-344","중명하니빌","서울특별시 강남구 남부순환로365길 5",8,27,32.02,2,"30800"
"11680-309","한솔마을","서울특별시 강남구 광평로10길 6",8,27,63.76,3,"151000"
"11680-424","현대","서울특별시 강남구 압구정로29길 69",8,27,108.15,7,"275000"
"11680-391","개포주공","서울특별시 강남구 삼성로4길 17",8,28,61.19,14,"193000"
"11680-3731","도곡스타클래스","서울특별시 강남구 남부순환로 2615",8,28,112.75,8,"140000"
"11680-316","삼성","서울특별시 강남구 광평로31길 27",8,28,59.86,5,"145000"
"11680-4332","엘에이치강남아이파크","서울특별시 강남구 자곡로 175",8,28,84.92,12,"146350"
"11680-218","은마","서울특별시 강남구 삼성로 212",8,28,84.43,8,"238000"
"11680-3731","도곡스타클래스","서울특별시 강남구 남부순환로 2615",8,29,112.05,12,"139000"
"11680-601","동부센트레빌","서울특별시 강남구 선릉로 206",8,29,145.83,17,"380000"
"11680-121","동현","서울특별시 강남구 언주로146길 18",8,29,84.92,1,"171000"
NA,"래미안개포루체하임","서울특별시 강남구 개포로110길 50",8,29,71.68,1,"190000"
"11680-4319","래미안강남힐즈","서울특별시 강남구 자곡로 101",8,29,101.94,12,"180000"
"11680-385","미성","서울특별시 강남구 압구정로11길 17",8,29,105.62,9,"259000"
"11680-3834","삼성동힐스테이트","서울특별시 강남구 학동로68길 29",8,29,31.402,20,"119000"
"11680-279","삼익대청","서울특별시 강남구 개포로109길 21",8,29,60,1,"144000"
"11680-319","신동아","서울특별시 강남구 광평로47길 17",8,29,39.51,13,"102000"
"11680-425","신현대","서울특별시 강남구 압구정로 151",8,29,183.41,11,"450000"
"11680-471","하이페리온","서울특별시 강남구 도곡로4길 31",8,29,142.41,4,"192000"
"11680-471","하이페리온","서울특별시 강남구 도곡로4길 31",8,29,142.41,4,"192000"
"11680-309","한솔마을","서울특별시 강남구 광평로10길 6",8,29,84.73,5,"181000"
"11680-4542","현대썬앤빌테헤란","서울특별시 강남구 삼성로85길 33",8,29,32.98,3,"57000"
"11680-4199","강남엘에이치","서울특별시 강남구 헌릉로571길 20",8,30,84.83,5,"146000"
"11680-426","신현대","서울특별시 강남구 압구정로 151",8,30,155.52,10,"438000"
"11680-314","까치마을","서울특별시 강남구 광평로19길 10",8,31,49.5,9,"111910"
"11680-323","대림아크로빌","서울특별시 강남구 언주로30길 13",8,31,130.545,19,"195000"
"11680-323","대림아크로빌","서울특별시 강남구 언주로30길 13",8,31,172.464,32,"248000"
"11680-305","수서","서울특별시 강남구 양재대로55길 12",8,31,39.98,4,"88000"
"11680-4332","엘에이치강남아이파크","서울특별시 강남구 자곡로 175",8,31,74.97,14,"88150"
"11680-378","한양","서울특별시 강남구 압구정로 321",8,31,91.21,10,"262000"
"11680-378","한양","서울특별시 강남구 압구정로 321",8,31,91.21,10,"262000"
"11680-391","개포주공","서울특별시 강남구 삼성로4길 17",9,1,83.17,14,"230000"
"11680-314","까치마을","서울특별시 강남구 광평로19길 10",9,1,39.6,13,"109000"
"11680-326","럭키","서울특별시 강남구 남부순환로 2740",9,1,79.89,3,"150000"
"11680-423","신현대","서울특별시 강남구 압구정로 151",9,1,152.28,9,"420000"
"11680-338","우성사원","서울특별시 강남구 언주로29길 34",9,1,78.99,9,"185000"
"11680-65","청담","서울특별시 강남구 도산대로89길 49",9,1,84.595,1,"180000"
"11680-4296","테헤란아이파크","서울특별시 강남구 테헤란로52길 16",9,1,70.8333,7,"227000"
"11680-252","현대까르띠에","서울특별시 강남구 언주로86길 12",9,1,149.7,10,"254000"
"11680-391","개포주공","서울특별시 강남구 삼성로4길 17",9,2,53.98,8,"184000"
"11680-578","개포주공","서울특별시 강남구 개포로 516",9,2,73.26,5,"205000"
"11680-323","대림아크로빌","서울특별시 강남구 언주로30길 13",9,2,130.545,17,"192000"
"11680-331","삼성래미안","서울특별시 강남구 남부순환로 2803",9,2,84.89,13,"229000"
"11680-280","성원대치","서울특별시 강남구 개포로109길 9",9,2,39.53,7,"119000"
"11680-3621","역삼래미안","서울특별시 강남구 선릉로69길 19",9,2,80.87,8,"190000"
"11680-306","우성","서울특별시 강남구 개포로110길 15",9,2,84.06,3,"200000"
"11680-378","한양","서울특별시 강남구 압구정로 321",9,2,49.98,1,"170500"
"11680-3731","도곡스타클래스","서울특별시 강남구 남부순환로 2615",9,3,112.05,11,"149800"
"11680-3733","롯데캐슬프레미어","서울특별시 강남구 선릉로126길 22",9,3,84.484,15,"237000"
"11680-384","한양","서울특별시 강남구 압구정로61길 37",9,3,106.22,12,"270000"
"11680-415","현대","서울특별시 강남구 압구정로29길 71",9,3,131.48,4,"283000"
"11680-417","현대","서울특별시 강남구 압구정로39길 58",9,3,82.5,10,"240500"
"11680-299","가람","서울특별시 강남구 일원로 127",9,4,75.16,5,"172000"
"11680-299","가람","서울특별시 강남구 일원로 127",9,4,75.16,5,"172000"
"11680-4003","강남데시앙파크","서울특별시 강남구 헌릉로590길 63",9,4,84.95,8,"135000"
"11680-290","개포주공","서울특별시 강남구 개포로 516",9,4,60.13,6,"185000"
"11680-320","경남","서울특별시 강남구 논현로 209",9,4,84.94,15,"175000"
"11680-20","미성","서울특별시 강남구 압구정로 113",9,4,74.4,8,"220000"
"11680-331","삼성래미안","서울특별시 강남구 남부순환로 2803",9,4,59.96,20,"184000"
"11680-426","신현대","서울특별시 강남구 압구정로 151",9,4,110.82,11,"274000"
"11680-4332","엘에이치강남아이파크","서울특별시 강남구 자곡로 175",9,4,74.97,14,"87750"
"11680-4296","테헤란아이파크","서울특별시 강남구 테헤란로52길 16",9,4,92.6232,16,"260000"
"11680-391","개포주공","서울특별시 강남구 삼성로4길 17",9,5,53.98,7,"184000"
"11680-277","경남","서울특별시 강남구 언주로 110",9,5,123.28,5,"265000"
"11680-4297","래미안포레","서울특별시 강남구 밤고개로21길 25",9,5,84.99,7,"163800"
"11680-280","성원대치","서울특별시 강남구 개포로109길 9",9,5,39.53,9,"120000"
"11680-136","쌍용","서울특별시 강남구 도산대로50길 43",9,5,59.91,6,"96000"
"11680-364","타워팰리스","서울특별시 강남구 언주로30길 56",9,5,164.97,27,"296000"
"11680-4510","강남더샵포레스트","서울특별시 강남구 광평로34길 35",9,6,124.5802,5,"235000"
"11680-560","대우디오빌","서울특별시 강남구 강남대로 256",9,7,31.81,11,"31500"
"11680-100","대우로얄카운티","서울특별시 강남구 도산대로83길 23",9,7,244.68,7,"347000"
"11680-279","삼익대청","서울특별시 강남구 개포로109길 21",9,7,60,14,"149000"
"11680-303","상록수","서울특별시 강남구 광평로10길 15",9,7,74.54,1,"175000"
"11680-425","신현대","서울특별시 강남구 압구정로 151",9,7,171.43,11,"445000"
"11680-4332","엘에이치강남아이파크","서울특별시 강남구 자곡로 175",9,7,74.97,2,"82950"
"11680-339","역삼우성","서울특별시 강남구 남부순환로363길 49",9,7,84.83,2,"156800"
"11680-3882","청담파라곤Ⅱ","서울특별시 강남구 압구정로71길 32",9,7,198.81,4,"342000"
"11680-364","타워팰리스","서울특별시 강남구 언주로30길 56",9,7,137.24,6,"280000"
"11680-364","타워팰리스","서울특별시 강남구 언주로30길 56",9,7,174.67,45,"376000"
"11680-384","한양","서울특별시 강남구 압구정로61길 37",9,7,106.22,10,"268000"
"11680-3830","현대힐스테이트","서울특별시 강남구 삼성로111길 8",9,7,84.236,8,"245000"
"11680-578","개포주공","서울특별시 강남구 개포로 516",9,8,60.76,15,"175000"
"11680-277","경남","서울특별시 강남구 언주로 110",9,8,123.28,10,"268000"
"11680-601","동부센트레빌","서울특별시 강남구 선릉로 206",9,8,145.83,7,"375000"
"11680-315","동익","서울특별시 강남구 광평로39길 3",9,8,84.46,8,"160000"
"11680-4332","엘에이치강남아이파크","서울특별시 강남구 자곡로 175",9,8,84.92,5,"96250"
"11680-4332","엘에이치강남아이파크","서울특별시 강남구 자곡로 175",9,8,84.92,5,"167000"
"11680-372","개포우성","서울특별시 강남구 선릉로 120",9,9,127.61,12,"340000"
