"일련번호","아파트","도로명주소","월","일","전용면적","층","거래금액"
"11680-3834","삼성동힐스테이트","서울특별시 강남구 학동로68길 29",12,4,84.236,1,"215000"
"11680-598","삼성월드타워","서울특별시 강남구 학동로 408",12,4,83.849,14,"137080"
"11680-18","알파임하우스","서울특별시 강남구 언주로164길 20",12,4,242.16,6,"330000"
"11680-285","우성","서울특별시 강남구 개포로 411",12,4,79.61,7,"200000"
"11680-309","한솔마을","서울특별시 강남구 광평로10길 6",12,4,84.73,2,"188000"
"11680-378","한양","서울특별시 강남구 압구정로 321",12,4,49.98,12,"182500"
"11680-428","현대","서울특별시 강남구 압구정로29길 57",12,4,84.94,14,"290000"
"11680-292","현대","서울특별시 강남구 개포로 303",12,4,128.62,3,"257000"
"11680-293","현대","서울특별시 강남구 언주로 107",12,4,131.83,2,"267000"
"11680-421","현대","서울특별시 강남구 압구정로 201",12,4,144.2,14,"400000"
"11680-372","개포우성","서울특별시 강남구 선릉로 120",12,5,127.61,2,"341000"
"11680-699","논현동한화꿈에그린","서울특별시 강남구 논현로111길 39",12,5,67.671,7,"120000"
"11680-160","논현한가람빌라트","서울특별시 강남구 도산대로50길 54",12,5,84.95,5,"132500"
"11680-3623","도곡렉슬","서울특별시 강남구 선릉로 221",12,5,114.9931,6,"320000"
"11680-3623","도곡렉슬","서울특별시 강남구 선릉로 221",12,5,114.9931,6,"320000"
"11680-3962","도곡쌍용예가","서울특별시 강남구 남부순환로363길 30",12,5,107.53,4,"195000"
"11680-3613","도곡푸르지오","서울특별시 강남구 강남대로54길 6",12,5,168.33,5,"170000"
NA,"디에이치아너힐즈","서울특별시 강남구 삼성로 11",12,5,76.1709,17,"265000"
NA,"래미안개포루체하임","서울특별시 강남구 개포로110길 50",12,5,84.99,15,"259500"
NA,"래미안개포루체하임","서울특별시 강남구 개포로110길 50",12,5,84.99,15,"259500"
"11680-551","마일스디오빌","서울특별시 강남구 학동로 165",12,5,36.29,11,"36000"
"11680-317","삼익","서울특별시 강남구 광평로51길 27",12,5,60,11,"130000"
"11680-332","삼익","서울특별시 강남구 논현로 218",12,5,104.01,6,"175000"
"11680-280","성원대치","서울특별시 강남구 개포로109길 9",12,5,39.53,13,"120000"
"11680-280","성원대치","서울특별시 강남구 개포로109길 9",12,5,39.53,14,"124500"
"11680-4090","세곡푸르지오","서울특별시 강남구 자곡로 21",12,5,84.84,3,"155000"
"11680-109","신동아","서울특별시 강남구 강남대로146길 28",12,5,84.52,10,"160000"
"11680-426","신현대","서울특별시 강남구 압구정로 151",12,5,107.16,7,"285800"
"11680-3679","역삼I'PARK","서울특별시 강남구 역삼로 307",12,5,28.246,18,"78500"
"11680-4515","역삼자이","서울특별시 강남구 언주로 420",12,5,84.993,17,"254000"
"11680-218","은마","서울특별시 강남구 삼성로 212",12,5,84.43,11,"235000"
"11680-3682","조이너스","서울특별시 강남구 역삼로19길 12",12,5,84.28,2,"90000"
"11680-364","타워팰리스","서울특별시 강남구 언주로30길 56",12,5,120.78,34,"253500"
"11680-308","푸른마을","서울특별시 강남구 일원로14길 25",12,5,84.93,7,"185000"
"11680-308","푸른마을","서울특별시 강남구 일원로14길 25",12,5,59.76,14,"146000"
"11680-308","푸른마을","서울특별시 강남구 일원로14길 25",12,5,84.93,11,"179000"
"11680-222","한보미도맨션","서울특별시 강남구 삼성로 150",12,5,84.48,14,"249000"
"11680-488","한양럭스","서울특별시 강남구 테헤란로25길 58",12,5,44,4,"37000"
"11680-554","한진로즈힐","서울특별시 강남구 도산대로46길 21",12,5,84.94,5,"144000"
"11680-415","현대","서울특별시 강남구 압구정로29길 71",12,5,131.48,7,"350000"
"11680-3574","휴먼스타빌","서울특별시 강남구 도산대로 454",12,5,39.95,9,"75000"
"11680-3622","e-편한세상","서울특별시 강남구 선릉로69길 20",12,5,59.606,19,"195000"
"11680-4199","강남엘에이치","서울특별시 강남구 헌릉로571길 20",12,6,59.86,13,"136000"
"11680-4199","강남엘에이치","서울특별시 강남구 헌릉로571길 20",12,6,59.86,13,"136000"
"11680-20","미성","서울특별시 강남구 압구정로 113",12,6,74.4,17,"225000"
"11680-309","한솔마을","서울특별시 강남구 광평로10길 6",12,6,84.73,5,"176000"
"11680-384","한양","서울특별시 강남구 압구정로61길 37",12,6,106.22,12,"265000"
"11680-4510","강남더샵포레스트","서울특별시 강남구 광평로34길 35",12,7,124.5802,8,"246000"
"11680-4003","강남데시앙파크","서울특별시 강남구 헌릉로590길 63",12,7,84.95,6,"138000"
"11680-310","개포한신","서울특별시 강남구 개포로110길 43",12,7,107.6,10,"210000"
"11680-322","대림","서울특별시 강남구 논현로41길 10",12,7,84.95,10,"185000"
"11680-275","대우디오빌","서울특별시 강남구 언주로 427",12,7,30.03,10,"32000"
"11680-275","대우디오빌","서울특별시 강남구 언주로 427",12,7,30.03,15,"34000"
NA,"래미안블레스티지","서울특별시 강남구 선릉로 8",12,7,59.967,10,"210000"
"11680-20","미성","서울특별시 강남구 압구정로 113",12,7,118.63,12,"299500"
"11680-329","벨라빌","서울특별시 강남구 남부순환로375길 6",12,7,244.55,1,"190000"
"11680-280","성원대치","서울특별시 강남구 개포로109길 9",12,7,33.18,4,"99000"
"11680-280","성원대치","서울특별시 강남구 개포로109길 9",12,7,49.86,2,"133500"
"11680-280","성원대치","서울특별시 강남구 개포로109길 9",12,7,33.18,1,"92000"
"11680-423","신현대","서울특별시 강남구 압구정로 151",12,7,152.39,12,"350000"
"11680-472","아이파크","서울특별시 강남구 영동대로 640",12,7,167.72,46,"420000"
"11680-566","아카데미스위트","서울특별시 강남구 언주로30길 21",12,7,122.07,28,"179000"
"11680-18","알파임하우스","서울특별시 강남구 언주로164길 20",12,7,242.9,1,"320000"
"11680-4332","엘에이치강남아이파크","서울특별시 강남구 자곡로 175",12,7,74.89,13,"86250"
"11680-4332","엘에이치강남아이파크","서울특별시 강남구 자곡로 175",12,7,84.92,11,"98750"
"11680-4332","엘에이치강남아이파크","서울특별시 강남구 자곡로 175",12,7,59.96,4,"73350"
"11680-3803","조이너스도곡","서울특별시 강남구 강남대로48길 24",12,7,84.98,3,"133500"
"11680-364","타워팰리스","서울특별시 강남구 언주로30길 56",12,7,84.15,26,"215000"
"11680-394","풍림아이원","서울특별시 강남구 역삼로 436",12,7,84.69,4,"147700"
"11680-481","한보미도맨션","서울특별시 강남구 삼성로 150",12,7,84.96,13,"245000"
"11680-378","한양","서울특별시 강남구 압구정로 321",12,7,91.21,11,"263000"
"11680-416","현대","서울특별시 강남구 압구정로29길 71",12,7,160.29,4,"425000"
"11680-420","현대","서울특별시 강남구 압구정로 201",12,7,144.7,13,"324000"
"11680-4003","강남데시앙파크","서울특별시 강남구 헌릉로590길 63",12,8,84.95,6,"130000"
"11680-4050","강남서해더블루","서울특별시 강남구 논현로63길 16",12,8,78.57,3,"95000"
"11680-4096","논현라폴리움","서울특별시 강남구 학동로46길 32",12,8,240.03,5,"445000"
"11680-551","마일스디오빌","서울특별시 강남구 학동로 165",12,8,36.29,11,"35000"
"11680-551","마일스디오빌","서울특별시 강남구 학동로 165",12,8,36.29,15,"35000"
"11680-551","마일스디오빌","서울특별시 강남구 학동로 165",12,8,36.29,14,"35000"
"11680-4090","세곡푸르지오","서울특별시 강남구 자곡로 21",12,8,59.89,10,"126500"
"11680-306","우성","서울특별시 강남구 개포로110길 15",12,8,68.39,14,"183000"
"11680-364","타워팰리스","서울특별시 강남구 언주로30길 56",12,8,174.67,46,"350000"
"11680-364","타워팰리스","서울특별시 강남구 언주로30길 56",12,8,137.24,27,"270000"
"11680-364","타워팰리스","서울특별시 강남구 언주로30길 56",12,8,164.97,5,"264000"
"11680-308","푸른마을","서울특별시 강남구 일원로14길 25",12,8,59.76,8,"149000"
"11680-378","한양","서울특별시 강남구 압구정로 321",12,8,49.98,6,"175000"
"11680-249","한화진넥스빌","서울특별시 강남구 언주로86길 11",12,8,34.82,17,"33000"
"11680-522","LG선릉에클라트","서울특별시 강남구 테헤란로63길 12",12,8,36.47,9,"33000"
"11680-522","LG선릉에클라트","서울특별시 강남구 테헤란로63길 12",12,8,36.47,9,"33000"
"11680-3678","개나리푸르지오","서울특별시 강남구 역삼로 314",12,9,133.1686,8,"280000"
"11680-3680","개나리래미안","서울특별시 강남구 역삼로 306",12,9,84.93,7,"260000"
"11680-314","까치마을","서울특별시 강남구 광평로19길 10",12,9,49.5,4,"125500"
"11680-3962","도곡쌍용예가","서울특별시 강남구 남부순환로363길 30",12,9,107.53,11,"199500"
"11680-559","두산위브","서울특별시 강남구 언주로122길 25",12,9,84.721,12,"164000"
"11680-332","삼익","서울특별시 강남구 논현로 218",12,9,153.71,2,"209000"
"11680-332","삼익","서울특별시 강남구 논현로 218",12,9,104.01,10,"168500"
"11680-280","성원대치","서울특별시 강남구 개포로109길 9",12,9,33.18,11,"97000"
"11680-280","성원대치","서울특별시 강남구 개포로109길 9",12,9,39.53,14,"118000"
"11680-4332","엘에이치강남아이파크","서울특별시 강남구 자곡로 175",12,9,74.97,4,"84950"
"11680-4332","엘에이치강남아이파크","서울특별시 강남구 자곡로 175",12,9,59.96,11,"132500"
"11680-4332","엘에이치강남아이파크","서울특별시 강남구 자곡로 175",12,9,74.89,13,"86700"
"11680-378","한양","서울특별시 강남구 압구정로 321",12,9,63.87,1,"207000"
"11680-378","한양","서울특별시 강남구 압구정로 321",12,9,49.98,11,"184000"
"11680-378","한양","서울특별시 강남구 압구정로 321",12,9,49.98,11,"184000"
"11680-293","현대","서울특별시 강남구 언주로 107",12,9,84.81,3,"213000"
"11680-293","현대","서울특별시 강남구 언주로 107",12,9,165.08,9,"298000"
"11680-354","현대비젼","서울특별시 강남구 언주로30길 10",12,9,32.65,18,"39500"
"11680-3622","e-편한세상","서울특별시 강남구 선릉로69길 20",12,9,59.606,8,"193000"
"11680-4003","강남데시앙파크","서울특별시 강남구 헌릉로590길 63",12,10,84.97,4,"130500"
"11680-278","경남","서울특별시 강남구 언주로 110",12,10,186.16,2,"315000"
"11680-205","대치삼성","서울특별시 강남구 도곡로78길 22",12,10,97.35,12,"255000"
"11680-682","대치한신휴플러스","서울특별시 강남구 선릉로76길 12",12,10,84.99,1,"149500"
"11680-601","동부센트레빌","서울특별시 강남구 선릉로 206",12,10,145.83,15,"368000"
"11680-426","신현대","서울특별시 강남구 압구정로 151",12,10,110.82,12,"290000"
"11680-364","타워팰리스","서울특별시 강남구 언주로30길 56",12,10,137.24,27,"275000"
"11680-529","테헤란로대우아이빌","서울특별시 강남구 테헤란로 428",12,10,65.24,14,"59998"
"11680-222","한보미도맨션","서울특별시 강남구 삼성로 150",12,10,84.48,3,"250000"
"11680-309","한솔마을","서울특별시 강남구 광평로10길 6",12,10,84.73,1,"180000"
"11680-350","한신엠비씨","서울특별시 강남구 논현로 205",12,10,84.74,1,"167000"
"11680-378","한양","서울특별시 강남구 압구정로 321",12,10,63.87,2,"197000"
"11680-21","한양","서울특별시 강남구 압구정로 313",12,10,106.71,9,"252000"
"11680-531","대우아이빌멤버스","서울특별시 강남구 삼성로85길 42",12,11,35.236,11,"34000"
"11680-327","럭키","서울특별시 강남구 논현로 213",12,11,84.97,2,"189000"
"11680-280","성원대치","서울특별시 강남구 개포로109길 9",12,11,39.53,8,"119000"
"11680-319","신동아","서울특별시 강남구 광평로47길 17",12,11,39.53,6,"105000"
"11680-425","신현대","서울특별시 강남구 압구정로 151",12,11,183.41,5,"456000"
"11680-425","신현대","서울특별시 강남구 압구정로 151",12,11,183.41,5,"456000"
"11680-214","쌍용대치","서울특별시 강남구 영동대로 220",12,11,84.49,11,"225000"
"11680-4332","엘에이치강남아이파크","서울특별시 강남구 자곡로 175",12,11,74.97,2,"84050"
"11680-4332","엘에이치강남아이파크","서울특별시 강남구 자곡로 175",12,11,74.97,12,"88150"
"11680-4332","엘에이치강남아이파크","서울특별시 강남구 자곡로 175",12,11,59.96,14,"76700"
"11680-4332","엘에이치강남아이파크","서울특별시 강남구 자곡로 175",12,11,74.89,12,"86700"
"11680-3679","역삼I'PARK","서울특별시 강남구 역삼로 307",12,11,28.246,8,"85000"
"11680-56","연세리버빌","서울특별시 강남구 선릉로190길 84",12,11,243.21,4,"358000"
"11680-567","현대아이리스","서울특별시 강남구 도곡로6길 14",12,11,101.48,7,"130000"
"11680-314","까치마을","서울특별시 강남구 광평로19길 10",12,12,34.44,11,"91000"
"11680-530","대우아이빌명문가","서울특별시 강남구 선릉로90길 56",12,12,42.3,9,"38700"
"11680-3623","도곡렉슬","서울특별시 강남구 선릉로 221",12,12,114.9931,13,"320000"
"11680-3623","도곡렉슬","서울특별시 강남구 선릉로 221",12,12,84.9231,22,"270000"
"11680-3962","도곡쌍용예가","서울특별시 강남구 남부순환로363길 30",12,12,107.53,9,"209500"
NA,"래미안개포루체하임","서울특별시 강남구 개포로110길 50",12,12,101.97,25,"290000"
NA,"래미안개포루체하임","서울특별시 강남구 개포로110길 50",12,12,71.68,17,"241500"
"11680-4319","래미안강남힐즈","서울특별시 강남구 자곡로 101",12,12,91.96,14,"178000"
"11680-3821","래미안신사","서울특별시 강남구 압구정로2길 20",12,12,84.89,1,"149500"
"11680-330","삼성","서울특별시 강남구 남부순환로379길 14",12,12,84.81,4,"190000"
"11680-279","삼익대청","서울특별시 강남구 개포로109길 21",12,12,39.53,8,"119000"
"11680-303","상록수","서울특별시 강남구 광평로10길 15",12,12,84.95,2,"208000"
"11680-280","성원대치","서울특별시 강남구 개포로109길 9",12,12,49.86,5,"141500"
"11680-280","성원대치","서울특별시 강남구 개포로109길 9",12,12,33.18,2,"98000"
"11680-280","성원대치","서울특별시 강남구 개포로109길 9",12,12,39.53,9,"123000"
"11680-280","성원대치","서울특별시 강남구 개포로109길 9",12,12,39.53,9,"125000"
"11680-109","신동아","서울특별시 강남구 강남대로146길 28",12,12,35.73,12,"91000"
"11680-109","신동아","서울특별시 강남구 강남대로146길 28",12,12,35.73,12,"91500"
"11680-4332","엘에이치강남아이파크","서울특별시 강남구 자곡로 175",12,12,74.97,10,"159000"
